raw_machine_name,suggested_machine_id,suggested_formal_machine_name,suggested_category,suggested_series_name,suggested_sub_series_name,suggested_machine_type,reason,review_status
L 無職転生 ～異世界行ったら本気だす～,S_c791cfec27,L 無職転生 ～異世界行ったら本気だす～,S,,転生,スマスロ,series_name未分類のため確認推奨,pending
L 犬夜叉2,S_8ff8fa7b0d,L 犬夜叉2,S,,,スマスロ,series_name未分類のため確認推奨,pending
L 真・一騎当千,S_3a8aa5fc21,L 真・一騎当千,S,,,スマスロ,series_name未分類のため確認推奨,pending
L 絶対衝激Ⅳ,S_2c2402f5d1,L 絶対衝激Ⅳ,S,,,スマスロ,series_name未分類のため確認推奨,pending
L 絶対衝激～PLATONIC HEART～,S_2d0651c3ad,L 絶対衝激～PLATONIC HEART～,S,,,スマスロ,series_name未分類のため確認推奨,pending
L 荒野のコトブキ飛行隊,S_54ccebaec4,L 荒野のコトブキ飛行隊,S,,,スマスロ,series_name未分類のため確認推奨,pending
L009 RE:CYBORG,S_bfa3ef2331,L009 RE:CYBORG,S,,,スマスロ,series_name未分類のため確認推奨,pending
LB A-SLOT+ 異世界かるてっと BT,S_a1a90deb0e,LB A-SLOT+ 異世界かるてっと BT,S,,,スマスロ,series_name未分類のため確認推奨,pending
LB SHAKE BONUS TRIGGER,S_2029a55693,LB SHAKE BONUS TRIGGER,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBアレックス ブライト,S_4192484a65,LBアレックス ブライト,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,S_03fb21c116,LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBスマスロ サンダーV(2026年),S_d72f4f9910,LBスマスロ サンダーV(2026年),S,,,スマスロ,series_name未分類のため確認推奨,pending
LBスマスロニューパルサーBT,S_3026b19684,LBスマスロニューパルサーBT,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBスロットGALFY,S_4c408a22a6,LBスロットGALFY,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBトリプルクラウン(2025年),S_99d530bba0,LBトリプルクラウン(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
LBパチスロ ヱヴァンゲリヲン ～約束の扉～,S_6489fe8870,LBパチスロ ヱヴァンゲリヲン ～約束の扉～,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBパチスロ1000ちゃんA,S_22c3d21cde,LBパチスロ1000ちゃんA,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBプレミアムうまい棒,S_647f0cc24b,LBプレミアムうまい棒,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBマジカルハロウィン ボーナストリガー,S_8fca514f34,LBマジカルハロウィン ボーナストリガー,S,,,スマスロ,series_name未分類のため確認推奨,pending
LBマタドールⅢ,S_64b14a7ba0,LBマタドールⅢ,S,,,スマスロ,series_name未分類のため確認推奨,pending
LB不二子BT,S_e29fa4c740,LB不二子BT,S,,,スマスロ,series_name未分類のため確認推奨,pending
LB翔べ!ハーレムエース,S_b368e4d32f,LB翔べ!ハーレムエース,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lうしおととら白面決戦VH,S_41ca7f1640,Lうしおととら白面決戦VH,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lうる星やつら(2024年),S_5df7fc9316,Lうる星やつら(2024年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lてぃだどんどん,S_f06dd4a076,Lてぃだどんどん,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lぱちスロ にゃんこ大戦争 BIGBANG,S_97381baf77,Lぱちスロ にゃんこ大戦争 BIGBANG,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lぱちスロ 乃木坂46,S_6bd2c98c0b,Lぱちスロ 乃木坂46,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lわたしの幸せな結婚,S_e38e38a700,Lわたしの幸せな結婚,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lアクダマドライブ,S_34df333997,Lアクダマドライブ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lアニマルスロットドッチ,S_e7e8129746,Lアニマルスロットドッチ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lゴジラ(2025年),S_332f5b5468,Lゴジラ(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lゴブリンスレイヤー,S_4add6df270,Lゴブリンスレイヤー,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lストライクウィッチーズ2,S_db8b623f2d,Lストライクウィッチーズ2,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ BIRDIE WING -Golf Girls’ Story-,S_d010fcde4c,Lスマスロ BIRDIE WING -Golf Girls’ Story-,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ とある科学の超電磁砲2,S_ba35333c31,Lスマスロ とある科学の超電磁砲2,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ようこそ実力至上主義の教室へ,S_2eb1de21ce,Lスマスロ ようこそ実力至上主義の教室へ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,S_c0096a036b,Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ギルティクラウン2,S_8eca543f75,Lスマスロ ギルティクラウン2,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ゲゲゲの鬼太郎 覚醒,S_cfae76aa24,Lスマスロ ゲゲゲの鬼太郎 覚醒,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,S_718bfcf790,Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ゴブリンスレイヤーⅡ,S_4137eb61b3,Lスマスロ ゴブリンスレイヤーⅡ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ゴールデンカムイ,S_27c28fbbb5,Lスマスロ ゴールデンカムイ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ シャーマンキング,S_8b8f0825a6,Lスマスロ シャーマンキング,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ストライク・ザ・ブラッド,S_fa60619043,Lスマスロ ストライク・ザ・ブラッド,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ストリートファイターV 挑戦者の道,S_56ea9882f4,Lスマスロ ストリートファイターV 挑戦者の道,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ スーパーリオエース2,S_66221f3729,Lスマスロ スーパーリオエース2,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ トロピカーナ(2024年),S_b3aca15e08,Lスマスロ トロピカーナ(2024年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ドルアーガの塔,S_bec05504b8,Lスマスロ ドルアーガの塔,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ハナビ(2026年),S_ae8b7639c6,Lスマスロ ハナビ(2026年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ バイオハザード:ヴィレッジ,S_f87ff5de03,Lスマスロ バイオハザード:ヴィレッジ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ バイオハザード:ヴェンデッタ,S_aff52f8cbc,Lスマスロ バイオハザード:ヴェンデッタ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ バイオハザードRE:3,S_55142f4b90,Lスマスロ バイオハザードRE:3,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ バベル(2025年),S_9fecd05f93,Lスマスロ バベル(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ ビッグドリーム THE GOLDEN PUSHER,S_d8d534f374,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ モンスターハンターライズ,S_c63cc86391,Lスマスロ モンスターハンターライズ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 一方通行 とある魔術の禁書目録,S_4c7ea5c7ee,Lスマスロ 一方通行 とある魔術の禁書目録,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 化物語,S_a08b205a79,Lスマスロ 化物語,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 戦国BASARA GIGA,S_153d141757,Lスマスロ 戦国BASARA GIGA,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 攻殻機動隊(2026年),S_e2c4202520,Lスマスロ 攻殻機動隊(2026年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 新鬼武者3,S_ac6d4813c3,Lスマスロ 新鬼武者3,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 東京リベンジャーズ,S_9c50f162f9,Lスマスロ 東京リベンジャーズ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 甲鉄城のカバネリ 海門決戦,S_6bbcd56426,Lスマスロ 甲鉄城のカバネリ 海門決戦,S,,海門決戦,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 秘宝伝(2025年),S_28f09f9ef5,Lスマスロ 秘宝伝(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,S_48550d032e,Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 聖戦士ダンバイン,S_0ed6606346,Lスマスロ 聖戦士ダンバイン,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ 鬼武者3(2024年),S_59c9c99f8d,Lスマスロ 鬼武者3(2024年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロとある魔術の禁書目録,S_d0a2199859,Lスマスロとある魔術の禁書目録,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロキングパルサー,S_0e1ef244e5,Lスマスロキングパルサー,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロキン肉マン～7人の悪魔超人編～,S_353929a755,Lスマスロキン肉マン～7人の悪魔超人編～,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロスーパーブラックジャック(2025年),S_5db68a0fe8,Lスマスロスーパーブラックジャック(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロネオプラネット,S_45fba2823d,Lスマスロネオプラネット,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロヨルムンガンド,S_152edba129,Lスマスロヨルムンガンド,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロリノヘブン,S_a9ad1d64d1,Lスマスロリノヘブン,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ交響詩篇エウレカセブン4 HI-EVOLUTION,S_6b65c31977,Lスマスロ交響詩篇エウレカセブン4 HI-EVOLUTION,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ痛いのは嫌なので防御力に極振りしたいと思います。,S_a7357526b9,Lスマスロ痛いのは嫌なので防御力に極振りしたいと思います。,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ転生したらスライムだった件,S_ee41e8a73a,Lスマスロ転生したらスライムだった件,S,,転生,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ鉄拳6,S_f8abc16161,Lスマスロ鉄拳6,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマスロ頭文字D 2nd,S_2d560faa98,Lスマスロ頭文字D 2nd,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマート沖スロ アメイジングライブ,S_c2182b7c81,Lスマート沖スロ アメイジングライブ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスマート沖スロ 超華祭,S_8189eed808,Lスマート沖スロ 超華祭,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスロット ゾンビランドサガ,S_7e42832384,Lスロット ゾンビランドサガ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスロット 冴えない彼女の育てかた,S_28d89adc28,Lスロット 冴えない彼女の育てかた,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lスーパービンゴネオ(2024年),S_63b15202dd,Lスーパービンゴネオ(2024年),S,,,スマスロ,series_name未分類のため確認推奨,pending
Lタクトオーパス デスティニー,S_223d5cf369,Lタクトオーパス デスティニー,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lダブルアタック2 withOZS-1000＆RAPHAEL,S_408178fa35,Lダブルアタック2 withOZS-1000＆RAPHAEL,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lチバリヨ2,S_fa8541ac46,Lチバリヨ2,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lチバリヨ2プラス,S_4a18fceb05,Lチバリヨ2プラス,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lバキ 強くなりたくば喰らえ!!!,S_0030fe573b,Lバキ 強くなりたくば喰らえ!!!,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lバンドリ!,S_6e2d0f1c94,Lバンドリ!,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lバーニングエクスプレス,S_d46848c2cd,Lバーニングエクスプレス,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ ありふれた職業で世界最強,S_82f3b05705,Lパチスロ ありふれた職業で世界最強,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ かぐや様は告らせたい,S_89a899989a,Lパチスロ かぐや様は告らせたい,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ からくりサーカス,S_d9e2d3a573,Lパチスロ からくりサーカス,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ ケンガンアシュラ,S_74b54e37b4,Lパチスロ ケンガンアシュラ,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ ダンベル何キロ持てる?,S_79791d6a23,Lパチスロ ダンベル何キロ持てる?,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ マクロスフロンティア4,S_adba12674b,Lパチスロ マクロスフロンティア4,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ 戦姫絶唱シンフォギア 正義の歌,S_a2556802d1,Lパチスロ 戦姫絶唱シンフォギア 正義の歌,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ 機動戦士ガンダムSEED,S_885a21ac31,Lパチスロ 機動戦士ガンダムSEED,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,S_7cc6df8785,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,S,,,スマスロ,series_name未分類のため確認推奨,pending
Lパチスロ 炎炎ノ消防隊(2024年),S_2fafc1c172,Lパチスロ 炎炎ノ消防隊(2024年),S,,,スマスロ,series_name未分類のため確認推奨,pending
