machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_operation_12w,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,operation_score,latest_operation_score,profit_score_base,lifecycle_score_base,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,overall_score,overall_grade,ai_comment
PA海物語 極JAPAN Withナギナミ HBD,P,2025-12-10,9,14341.111111111111,21990,9440,19540.222222222223,29454,3132.4444444444443,4340,2026-04-01,9440,13294,2294,8,10722.5,14341.111111111111,P_0b570e50ce,PA海物語 極JAPAN Withナギナミ HBD,三洋,海物語,,甘デジ/ライト,False,False,28.07,20.07,34.19,3.54,31.44,21.5,32.58,12.06,22.46,D,PA海物語 極JAPAN Withナギナミ HBDは平均稼働14341、平均粗利3132、稼働貢献週8週。人気指数21.5、粗利指数32.6、寿命指数12.1。
Pデビルマン 疾風迅雷 129ver.,P,2022-10-12,12,13322.5,23510,8240,25200.5,41932,4429.083333333333,6775,2022-12-28,8240,15964,2904,8,8672.5,13322.5,P_3c6cbd6580,Pデビルマン 疾風迅雷 129ver.,ニューギン,,,パチンコ,False,False,25.64,17.17,39.69,3.54,33.37,19.88,36.0,10.72,22.43,D,Pデビルマン 疾風迅雷 129ver.は平均稼働13322、平均粗利4429、稼働貢献週8週。人気指数19.9、粗利指数36.0、寿命指数10.7。
P中森明菜・歌姫伝説 THE BEST LEGEND 1/99ver,P,2021-07-28,96,10851.666666666666,30040,7940,15132.53125,37662,3037.71875,6702,2024-04-10,7940,11759,2605,46,8512.5,8539.166666666666,P_d1bea83e7a,P中森明菜・歌姫伝説 THE BEST LEGEND 1/99ver,大一商会,,,甘デジ/ライト,False,False,19.74,16.45,33.79,20.35,27.47,19.81,30.1,17.89,22.42,D,P中森明菜・歌姫伝説 THE BEST LEGEND 1/99verは平均稼働10852、平均粗利3038、稼働貢献週46週。人気指数19.8、粗利指数30.1、寿命指数17.9。
P閃乱カグラ 189大入りver.,P,2026-01-28,21,12650.0,30540,7340,25680.666666666668,60938,5278.476190476191,13355,2026-06-24,7340,15278,3830,13,7947.5,9111.666666666666,P_c36fe4dc2f,P閃乱カグラ 189大入りver.,ディ・ライト,,,パチンコ,False,False,24.04,15.0,43.29,5.75,34.63,19.18,38.24,9.27,22.42,D,P閃乱カグラ 189大入りver.は平均稼働12650、平均粗利5278、稼働貢献週13週。人気指数19.2、粗利指数38.2、寿命指数9.3。
e黄門ちゃま寿限無 LLサイズ 9HC3,P,2025-08-13,16,11123.125,25830,6920,27249.6875,61810,6299.4375,15109,2026-01-07,10000,24376,5154,7,7842.5,8827.5,P_1126d66c72,e黄門ちゃま寿限無 LLサイズ 9HC3,平和,,,スマパチ,True,False,20.39,21.42,47.62,3.1,35.37,18.69,40.47,7.47,22.42,D,e黄門ちゃま寿限無 LLサイズ 9HC3は平均稼働11123、平均粗利6299、稼働貢献週7週。人気指数18.7、粗利指数40.5、寿命指数7.5。
P義風堂々!!～兼続と慶次～ N-X,P,2020-11-11,18,12105.555555555555,17690,10330,18962.277777777777,26782,3827.1111111111113,4763,2021-03-10,10330,16413,3395,18,10677.5,11185.833333333334,P_c10b387dd4,P義風堂々!!～兼続と慶次～ N-X,ニューギン,花の慶次,,パチンコ,False,False,22.74,22.22,37.14,7.96,30.66,20.45,33.36,12.81,22.41,D,P義風堂々!!～兼続と慶次～ N-Xは平均稼働12106、平均粗利3827、稼働貢献週18週。人気指数20.4、粗利指数33.4、寿命指数12.8。
P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,P,2025-04-16,16,12905.625,28860,8590,28357.0625,61468,4861.5,9625,2025-08-06,8680,19691,4415,9,9260.0,10067.5,P_6a3c77949d,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,豊丸,,,LT,False,True,24.65,18.24,41.52,3.98,33.93,19.84,37.09,9.25,22.37,D,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500は平均稼働12906、平均粗利4862、稼働貢献週9週。人気指数19.8、粗利指数37.1、寿命指数9.2。
P Re:ゼロから始める異世界生活 season2 249ver.,P,2026-03-11,12,12526.666666666666,23030,7520,29034.833333333332,52748,5126.5,10420,2026-06-03,7650,18007,3246,8,9092.5,12526.666666666666,P_261e30a125,P Re:ゼロから始める異世界生活 season2 249ver.,大都技研,リゼロ,Season2,パチンコ,False,False,23.74,15.75,42.65,3.54,34.14,18.74,37.69,10.39,22.34,D,P Re:ゼロから始める異世界生活 season2 249ver.は平均稼働12527、平均粗利5126、稼働貢献週8週。人気指数18.7、粗利指数37.7、寿命指数10.4。
Pモモキュンソード 閃撃 GCA,P,2022-09-14,60,11533.333333333334,24730,8010,20504.05,41474,3308.016666666667,5988,2024-02-07,8780,16132,2658,35,8422.5,8874.166666666666,P_c9560dd14f,Pモモキュンソード 閃撃 GCA,西陣,,,パチンコ,False,False,21.37,18.48,34.94,15.49,28.83,20.22,31.38,15.14,22.3,D,Pモモキュンソード 閃撃 GCAは平均稼働11533、平均粗利3308、稼働貢献週35週。人気指数20.2、粗利指数31.4、寿命指数15.1。
PA魔王学院の不適合者 魔王再臨 99Ver,P,2025-03-26,14,12235.714285714286,25720,7330,21701.85714285714,44373,5711.785714285715,11641,2025-08-06,7330,13386,3569,8,7955.0,10521.666666666666,P_f1243c8a75,PA魔王学院の不適合者 魔王再臨 99Ver,藤商事,,,甘デジ/ライト,False,False,23.05,14.97,45.13,3.54,35.19,18.34,39.33,8.79,22.25,D,PA魔王学院の不適合者 魔王再臨 99Verは平均稼働12236、平均粗利5712、稼働貢献週8週。人気指数18.3、粗利指数39.3、寿命指数8.8。
PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,P,2026-02-11,4,13150.0,17160,10380,18571.75,23562,3859.25,4476,2026-03-04,10380,14935,3413,4,13150.0,13150.0,P_f5ead67a47,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,ニューギン,,,甘デジ/ライト,False,False,25.23,22.34,37.27,1.77,31.85,20.48,34.11,11.15,22.24,D,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.は平均稼働13150、平均粗利3859、稼働貢献週4週。人気指数20.5、粗利指数34.1、寿命指数11.2。
P一騎当千SS斬 呂蒙Ver.,P,2020-06-17,16,12472.5,15040,10180,17428.5,21082,3485.25,4882,2020-09-30,10560,14754,3411,16,10367.5,11858.333333333334,P_bdced12cf2,P一騎当千SS斬 呂蒙Ver.,高尾,,,パチンコ,False,False,23.61,22.78,35.69,7.08,30.25,20.76,32.52,12.57,22.24,D,P一騎当千SS斬 呂蒙Ver.は平均稼働12472、平均粗利3485、稼働貢献週16週。人気指数20.8、粗利指数32.5、寿命指数12.6。
Pネオモンスターハウス 99Ver.,P,2025-01-15,30,11597.0,17420,8930,17058.0,25436,3744.0666666666666,6246,2025-08-13,11300,16966,4249,21,9660.0,9620.0,P_9342396226,Pネオモンスターハウス 99Ver.,竹屋,,,甘デジ/ライト,False,False,21.52,24.57,36.79,9.29,29.92,20.68,32.78,12.31,22.22,D,Pネオモンスターハウス 99Ver.は平均稼働11597、平均粗利3744、稼働貢献週21週。人気指数20.7、粗利指数32.8、寿命指数12.3。
P覇穹 封神演義 DL3-MX,P,2023-11-22,8,11825.0,20900,7900,26259.375,46372,5362.375,10301,2024-01-10,10030,22072,4817,4,9157.5,11825.0,P_b967a1505c,P覇穹 封神演義 DL3-MX,ニューギン,,,パチンコ,False,False,22.07,21.5,43.65,1.77,33.94,19.05,37.99,8.93,22.2,D,P覇穹 封神演義 DL3-MXは平均稼働11825、平均粗利5362、稼働貢献週4週。人気指数19.1、粗利指数38.0、寿命指数8.9。
PYRAMID EYE,P,2019-10-30,3,14101.333333333334,17139,11514,22488.666666666668,25753,2741.6666666666665,3024,2019-11-13,11514,19107,2411,3,14101.333333333334,14101.333333333334,P_64eddada20,PYRAMID EYE,大都技研,,,パチンコ,False,False,27.5,25.08,32.53,1.33,30.27,21.94,31.21,11.8,22.19,D,PYRAMID EYEは平均稼働14101、平均粗利2742、稼働貢献週3週。人気指数21.9、粗利指数31.2、寿命指数11.8。
Pガールズ＆パンツァー 劇場版 甘デジ,P,2021-12-15,10,13701.0,23810,8850,20398.7,34377,3652.3,5553,2022-02-24,8850,13716,2791,8,9630.0,13701.0,P_cb7eb356e2,Pガールズ＆パンツァー 劇場版 甘デジ,平和,,,甘デジ/ライト,False,False,26.54,18.65,36.4,3.54,31.96,20.51,33.81,11.28,22.19,D,Pガールズ＆パンツァー 劇場版 甘デジは平均稼働13701、平均粗利3652、稼働貢献週8週。人気指数20.5、粗利指数33.8、寿命指数11.3。
P冴えない彼女の育てかた 99ver.,P,2026-02-11,14,12347.857142857143,23220,8120,25732.0,47810,4976.571428571428,10615,2026-06-10,8120,17314,3379,10,9600.0,10904.166666666666,P_a146d43c44,P冴えない彼女の育てかた 99ver.,大都技研,,,甘デジ/ライト,False,False,23.32,16.88,42.01,4.42,33.6,18.96,37.1,10.13,22.19,D,P冴えない彼女の育てかた 99ver.は平均稼働12348、平均粗利4977、稼働貢献週10週。人気指数19.0、粗利指数37.1、寿命指数10.1。
エヴァンゲリオン フェスティバル,P,2020-03-11,3,12232.0,15983,9248,33120.333333333336,41501,5135.666666666667,5500,2020-03-25,9248,25976,4643,2,12232.0,12232.0,P_5cc8221558,エヴァンゲリオン フェスティバル,ビスティ,エヴァンゲリオン,,パチンコ,False,False,23.04,19.61,42.69,0.88,33.85,18.83,37.53,9.74,22.17,D,エヴァンゲリオン フェスティバルは平均稼働12232、平均粗利5136、稼働貢献週2週。人気指数18.8、粗利指数37.5、寿命指数9.7。
P sin 七つの大罪 強甘 2400Ver.,P,2024-03-27,20,13105.0,31120,8340,21856.75,49878,4435.8,11343,2024-08-28,8340,14300,3428,12,8722.5,9494.166666666666,P_b134653f70,P sin 七つの大罪 強甘 2400Ver.,高尾,,,甘デジ/ライト,False,False,25.12,17.41,39.72,5.31,33.15,20.03,35.89,9.51,22.16,D,P sin 七つの大罪 強甘 2400Ver.は平均稼働13105、平均粗利4436、稼働貢献週12週。人気指数20.0、粗利指数35.9、寿命指数9.5。
PA清流物語4 ウキウキ79ver.,P,2026-01-14,10,13923.0,21780,9200,20350.1,30136,3261.4,4328,2026-03-18,9200,13983,2301,8,10377.5,13923.0,P_0b6e323d70,PA清流物語4 ウキウキ79ver.,サンスリー,,,甘デジ/ライト,False,False,27.07,19.49,34.74,3.54,31.29,20.89,32.73,11.68,22.14,D,PA清流物語4 ウキウキ79ver.は平均稼働13923、平均粗利3261、稼働貢献週8週。人気指数20.9、粗利指数32.7、寿命指数11.7。
Pルパン三世 THE FIRST 99ver.,P,2024-02-28,54,11437.407407407407,33560,8590,17573.814814814814,45261,3637.3333333333335,9740,2025-05-28,8890,14292,3083,30,8900.0,9093.333333333334,P_87bc060b3c,Pルパン三世 THE FIRST 99ver.,平和,ルパン三世,,甘デジ/ライト,False,False,21.14,18.74,36.33,13.27,29.49,19.8,32.34,14.11,22.14,D,Pルパン三世 THE FIRST 99ver.は平均稼働11437、平均粗利3637、稼働貢献週30週。人気指数19.8、粗利指数32.3、寿命指数14.1。
PAフィーバー機動戦士ガンダム 逆襲のシャア Light ver.,P,2020-03-25,5,12954.0,22280,5580,18936.8,31520,5475.2,9655,2020-04-30,5580,8554,2173,3,10622.5,12954.0,P_24c67e6339,PAフィーバー機動戦士ガンダム 逆襲のシャア Light ver.,SANKYO,,,甘デジ/ライト,False,False,24.76,10.74,44.13,1.33,35.41,17.63,39.04,9.87,22.11,D,PAフィーバー機動戦士ガンダム 逆襲のシャア Light ver.は平均稼働12954、平均粗利5475、稼働貢献週3週。人気指数17.6、粗利指数39.0、寿命指数9.9。
Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,P,2024-11-13,12,12468.333333333334,22140,8880,22469.333333333332,37596,4573.083333333333,5807,2025-02-05,8880,16153,3371,8,9242.5,12468.333333333334,P_da8d16ffa2,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,アムテックス,,,パチンコ,False,False,23.6,18.72,40.3,3.54,32.78,19.29,35.92,10.41,22.06,D,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.は平均稼働12468、平均粗利4573、稼働貢献週8週。人気指数19.3、粗利指数35.9、寿命指数10.4。
Pわんニャンアドベンチャー 119ver.,P,2024-03-13,7,12864.285714285714,20070,8990,22103.285714285714,32911,4417.142857142857,5766,2024-04-24,8990,16019,3625,5,10152.5,12864.285714285714,P_b5e64491d7,Pわんニャンアドベンチャー 119ver.,サンスリー,,,パチンコ,False,False,24.55,18.98,39.64,2.21,32.85,19.52,35.68,10.17,22.03,D,Pわんニャンアドベンチャー 119ver.は平均稼働12864、平均粗利4417、稼働貢献週5週。人気指数19.5、粗利指数35.7、寿命指数10.2。
Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,P,2023-06-21,6,12753.333333333334,18400,9350,25055.333333333332,36088,4400.5,6333,2023-07-26,9570,18890,3386,4,10627.5,12753.333333333334,P_db587425b8,Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,オッケー．,,,パチンコ,False,False,24.28,20.39,39.57,1.77,32.69,19.65,35.56,10.01,22.01,D,Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.は平均稼働12753、平均粗利4400、稼働貢献週4週。人気指数19.6、粗利指数35.6、寿命指数10.0。
P牙狼月虹ノ旅人絆 GIGA GHOST ver.,P,2022-02-02,8,13830.0,22470,10210,27030.875,43154,2879.875,3338,2022-09-28,10210,20310,3161,8,11040.0,13830.0,P_4f800445fa,P牙狼月虹ノ旅人絆 GIGA GHOST ver.,サンセイR&D,牙狼,絆,パチンコ,False,False,26.85,21.93,33.12,3.54,30.3,21.3,31.47,11.87,21.99,D,P牙狼月虹ノ旅人絆 GIGA GHOST ver.は平均稼働13830、平均粗利2880、稼働貢献週8週。人気指数21.3、粗利指数31.5、寿命指数11.9。
Pリング 呪いの7日間2 FSA,P,2020-10-14,46,12020.652173913044,27430,7420,19994.717391304348,41998,3306.6521739130435,4659,2023-10-25,7420,13428,3242,33,8187.5,8520.833333333334,P_6e4a656545,Pリング 呪いの7日間2 FSA,藤商事,,,パチンコ,False,False,22.53,15.19,34.93,14.6,29.35,19.79,31.67,14.31,21.98,D,Pリング 呪いの7日間2 FSAは平均稼働12021、平均粗利3307、稼働貢献週33週。人気指数19.8、粗利指数31.7、寿命指数14.3。
P絶超電役ドラドラ天国 2400,P,2021-10-27,3,12083.333333333334,12850,11110,17197.0,18350,4506.333333333333,4646,2021-11-10,11110,16059,4607,3,12083.333333333334,12083.333333333334,P_96ddc5649d,P絶超電役ドラドラ天国 2400,豊丸,,,パチンコ,False,False,22.68,24.11,40.02,1.33,32.22,19.72,35.47,9.87,21.98,D,P絶超電役ドラドラ天国 2400は平均稼働12083、平均粗利4506、稼働貢献週3週。人気指数19.7、粗利指数35.5、寿命指数9.9。
P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.,P,2020-11-11,6,13005.0,19400,10670,24747.333333333332,36673,3627.0,5140,2020-12-16,10670,20518,3126,6,11015.0,13005.0,S_150c616822,P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.,高尾,,,スロット,False,False,24.88,23.04,36.29,2.65,31.16,20.6,33.3,10.83,21.97,D,P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.は平均稼働13005、平均粗利3627、稼働貢献週6週。人気指数20.6、粗利指数33.3、寿命指数10.8。
e 新・必殺仕置人S 超斬撃99,P,2025-06-11,5,12608.0,19820,9000,25925.6,39847,4603.6,6478,2025-07-16,9000,18608,3586,4,10805.0,12608.0,P_301c3e47ad,e 新・必殺仕置人S 超斬撃99,京楽産業．,,,スマパチ,True,False,23.94,19.01,40.43,1.77,33.01,19.18,36.1,9.99,21.96,D,e 新・必殺仕置人S 超斬撃99は平均稼働12608、平均粗利4604、稼働貢献週4週。人気指数19.2、粗利指数36.1、寿命指数10.0。
P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,P,2023-02-15,137,10008.029197080292,24120,7820,18546.14598540146,39834,3279.3138686131388,6393,2026-06-24,8790,16897,2735,42,8585.0,8921.666666666666,P_81c8ea0d71,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,ビスティ,,,パチンコ,False,False,17.73,18.5,34.81,18.58,27.12,19.03,30.33,17.08,21.93,D,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.は平均稼働10008、平均粗利3279、稼働貢献週42週。人気指数19.0、粗利指数30.3、寿命指数17.1。
e源外伝 EPISODE OF -大龍- EHLG,P,2025-11-12,4,12587.5,18520,8810,28050.25,40685,4543.5,5934,2025-12-03,8810,19962,3947,3,12587.5,12587.5,P_8f5c0fb0bb,e源外伝 EPISODE OF -大龍- EHLG,三洋,,,スマパチ,True,False,23.89,18.55,40.18,1.33,32.85,18.94,35.9,10.35,21.88,D,e源外伝 EPISODE OF -大龍- EHLGは平均稼働12588、平均粗利4544、稼働貢献週3週。人気指数18.9、粗利指数35.9、寿命指数10.3。
CR花の慶次X～雲のかなたに～ H2-K,P,2020-02-05,2,12595.0,12790,12400,17996.5,18019,3686.0,4076,2020-02-26,12400,17974,4076,2,12595.0,12595.0,P_4e74a422fd,CR花の慶次X～雲のかなたに～ H2-K,ニューギン,花の慶次,,パチンコ,False,False,23.91,27.22,36.54,0.88,30.86,20.83,33.23,10.09,21.86,D,CR花の慶次X～雲のかなたに～ H2-Kは平均稼働12595、平均粗利3686、稼働貢献週2週。人気指数20.8、粗利指数33.2、寿命指数10.1。
P銀河鉄道999 Next Journey 1/100Ver.,P,2023-06-28,14,13613.57142857143,27690,8960,20893.64285714286,41065,3210.6428571428573,5432,2023-10-04,8960,14155,2408,12,9782.5,11802.5,P_e9fbf10ac8,P銀河鉄道999 Next Journey 1/100Ver.,アムテックス,,,甘デジ/ライト,False,False,26.34,18.91,34.52,5.31,30.84,20.73,32.37,11.27,21.86,D,P銀河鉄道999 Next Journey 1/100Ver.は平均稼働13614、平均粗利3211、稼働貢献週12週。人気指数20.7、粗利指数32.4、寿命指数11.3。
Pらんま1/2 熱血格闘遊戯 99Ver.,P,2022-05-18,22,13094.09090909091,27170,8220,19313.727272727272,38588,3629.4545454545455,7228,2023-03-08,8490,13017,2908,16,8687.5,9958.333333333334,P_7fb8b1e055,Pらんま1/2 熱血格闘遊戯 99Ver.,高尾,,,甘デジ/ライト,False,False,25.1,17.78,36.3,7.08,31.26,20.28,33.36,10.84,21.84,D,Pらんま1/2 熱血格闘遊戯 99Ver.は平均稼働13094、平均粗利3629、稼働貢献週16週。人気指数20.3、粗利指数33.4、寿命指数10.8。
PAひぐらしのなく頃に 輪廻転生 99Ver.,P,2025-03-26,12,13686.666666666666,26400,8250,22578.75,41011,3522.0,6408,2025-06-11,8250,14138,2712,8,9115.0,13686.666666666666,P_ab2e3c6828,PAひぐらしのなく頃に 輪廻転生 99Ver.,ディ・ライト,,転生,甘デジ/ライト,False,False,26.51,17.2,35.84,3.54,31.64,20.1,33.39,11.09,21.83,D,PAひぐらしのなく頃に 輪廻転生 99Ver.は平均稼働13687、平均粗利3522、稼働貢献週8週。人気指数20.1、粗利指数33.4、寿命指数11.1。
PA CYBORG009 RULE OF SACRIFICE LT99Ver,P,2025-07-16,8,12466.25,21800,8010,23637.0,40787,4893.625,8420,2025-09-10,8010,15318,3072,5,9087.5,12466.25,P_0459f5613a,PA CYBORG009 RULE OF SACRIFICE LT99Ver,ニューギン,,,甘デジ/ライト,False,True,23.6,16.62,41.66,2.21,33.53,18.57,36.92,9.56,21.82,D,PA CYBORG009 RULE OF SACRIFICE LT99Verは平均稼働12466、平均粗利4894、稼働貢献週5週。人気指数18.6、粗利指数36.9、寿命指数9.6。
PAフィーバーかぐや様は告らせたい Light ver.,P,2024-09-11,8,13542.5,23430,8970,23989.75,40050,3672.375,5041,2024-10-30,8970,16206,2744,5,9902.5,13542.5,P_be2f1d9bf7,PAフィーバーかぐや様は告らせたい Light ver.,SANKYO,,,甘デジ/ライト,False,False,26.17,18.94,36.48,2.21,31.84,20.14,33.77,10.49,21.82,D,PAフィーバーかぐや様は告らせたい Light ver.は平均稼働13542、平均粗利3672、稼働貢献週5週。人気指数20.1、粗利指数33.8、寿命指数10.5。
パチンコCR弾球黙示録カイジ沼3 利根川Ver.,P,2019-11-13,6,11351.666666666666,11910,10180,21255.333333333332,22254,4918.666666666667,5502,2020-07-29,10180,19188,4480,6,11182.5,11351.666666666666,P_cc6d57c1ee,パチンコCR弾球黙示録カイジ沼3 利根川Ver.,高尾,,,パチンコ,False,False,20.94,21.86,41.77,2.65,32.4,18.66,36.3,9.9,21.76,D,パチンコCR弾球黙示録カイジ沼3 利根川Ver.は平均稼働11352、平均粗利4919、稼働貢献週6週。人気指数18.7、粗利指数36.3、寿命指数9.9。
Pフィーバーマクロスフロンティア5 LT-Light ver.,P,2025-06-11,6,12453.333333333334,19390,8890,23870.166666666668,36629,4582.5,6738,2025-07-30,8890,16968,3367,4,10562.5,12453.333333333334,P_762afea842,Pフィーバーマクロスフロンティア5 LT-Light ver.,SANKYO,,,LT,False,True,23.57,18.74,40.34,1.77,32.79,18.92,35.94,9.81,21.75,D,Pフィーバーマクロスフロンティア5 LT-Light ver.は平均稼働12453、平均粗利4582、稼働貢献週4週。人気指数18.9、粗利指数35.9、寿命指数9.8。
P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,P,2025-05-14,4,12282.5,17060,8940,22476.75,30312,4645.5,5637,2025-06-04,8940,16870,3478,3,12282.5,12282.5,P_ebd56c4f31,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,ニューギン,,,甘デジ/ライト,False,False,23.16,18.86,40.61,1.33,32.76,18.68,36.03,10.06,21.73,D,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3は平均稼働12282、平均粗利4646、稼働貢献週3週。人気指数18.7、粗利指数36.0、寿命指数10.1。
P海物語 極JAPAN HTH,P,2025-05-14,23,13517.826086956522,32330,7930,24080.260869565216,54983,3401.086956521739,6049,2025-11-05,7930,14534,2339,16,8440.0,9950.0,P_f026668c67,P海物語 極JAPAN HTH,三洋,海物語,,甘デジ/ライト,False,False,26.11,16.42,35.33,7.08,31.18,20.39,32.91,10.74,21.73,D,P海物語 極JAPAN HTHは平均稼働13518、平均粗利3401、稼働貢献週16週。人気指数20.4、粗利指数32.9、寿命指数10.7。
e新海物語349 ELTH,P,2023-10-11,3,15266.666666666666,22220,9720,25640.0,35891,1795.6666666666667,2308,2023-10-25,9720,17157,2308,2,15266.666666666666,15266.666666666666,P_efb76261af,e新海物語349 ELTH,三洋,海物語,,スマパチ,True,True,30.28,20.75,28.52,0.88,29.31,21.92,28.98,12.64,21.72,D,e新海物語349 ELTHは平均稼働15267、平均粗利1796、稼働貢献週2週。人気指数21.9、粗利指数29.0、寿命指数12.6。
Pルパン三世 消されたルパン2022 99ver.,P,2023-09-27,22,12575.454545454546,28550,9460,20754.636363636364,44365,3245.181818181818,6177,2024-02-28,10690,17663,2919,15,9970.0,10211.666666666666,P_a1d6eab3fc,Pルパン三世 消されたルパン2022 99ver.,平和,ルパン三世,,甘デジ/ライト,False,False,23.86,23.09,34.67,6.64,29.81,20.82,31.83,11.18,21.71,D,Pルパン三世 消されたルパン2022 99ver.は平均稼働12575、平均粗利3245、稼働貢献週15週。人気指数20.8、粗利指数31.8、寿命指数11.2。
P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,P,2022-09-14,12,13107.5,23780,8750,18097.666666666668,31921,3604.4166666666665,5724,2022-12-28,8750,12348,2734,9,9402.5,13107.5,P_f19aebb9b6,P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,ビスティ,,,パチンコ,False,False,25.13,18.4,36.19,3.98,31.21,19.83,33.29,11.11,21.69,D,P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.は平均稼働13108、平均粗利3604、稼働貢献週9週。人気指数19.8、粗利指数33.3、寿命指数11.1。
CRA海物語 3R,P,2019-09-25,1,13420.0,13420,13420,13367.0,13367,2569.0,2569,2019-09-25,13420,13367,2569,1,13420.0,13420.0,P_b1f21562dd,CRA海物語 3R,三洋,海物語,,パチンコ,False,False,25.87,29.69,31.8,0.44,29.13,22.06,30.24,10.61,21.65,D,CRA海物語 3Rは平均稼働13420、平均粗利2569、稼働貢献週1週。人気指数22.1、粗利指数30.2、寿命指数10.6。
PA CYBORG009 CALL OF JUSTICE N-X1,P,2020-03-25,6,13941.666666666666,25110,6840,17870.666666666668,31036,3873.3333333333335,6367,2020-06-03,6840,9075,2162,4,9535.0,13941.666666666666,P_83109dc6da,PA CYBORG009 CALL OF JUSTICE N-X1,ニューギン,,,甘デジ/ライト,False,False,27.12,13.79,37.33,1.77,32.74,19.28,34.65,10.33,21.65,D,PA CYBORG009 CALL OF JUSTICE N-X1は平均稼働13942、平均粗利3873、稼働貢献週4週。人気指数19.3、粗利指数34.6、寿命指数10.3。
P アズールレーン THE ANIMATION 異次元トリガー 79ver.,P,2025-09-17,36,11495.833333333334,24350,8190,20213.75,40991,3913.5833333333335,7847,2026-06-03,8590,15327,2617,23,8865.0,9062.5,P_a46cae3530,P アズールレーン THE ANIMATION 異次元トリガー 79ver.,京楽産業．,,,パチンコ,False,False,21.28,18.02,37.5,10.18,30.2,19.14,33.24,12.23,21.64,D,P アズールレーン THE ANIMATION 異次元トリガー 79ver.は平均稼働11496、平均粗利3914、稼働貢献週23週。人気指数19.1、粗利指数33.2、寿命指数12.2。
P新鬼武者 甘デジ,P,2022-03-16,62,10862.41935483871,26770,8300,16333.983870967742,38685,3722.8387096774195,7831,2023-06-14,8300,12814,3255,30,8465.0,9210.0,P_7d6fdd06a1,P新鬼武者 甘デジ,平和,,,甘デジ/ライト,False,False,19.77,17.32,36.7,13.27,29.08,18.79,32.26,14.03,21.64,D,P新鬼武者 甘デジは平均稼働10862、平均粗利3723、稼働貢献週30週。人気指数18.8、粗利指数32.3、寿命指数14.0。
Pバジリスク～桜花忍法帖～ 早咲き桜99ver.,P,2022-09-14,13,12871.538461538461,25620,8270,17968.076923076922,34372,4074.923076923077,7142,2022-12-21,8340,11967,2944,9,8587.5,11809.166666666666,S_c91f08f4d0,Pバジリスク～桜花忍法帖～ 早咲き桜99ver.,メーシー,バジリスク,,スロット,False,False,24.57,17.41,38.19,3.98,32.06,19.41,34.61,10.05,21.63,D,Pバジリスク～桜花忍法帖～ 早咲き桜99ver.は平均稼働12872、平均粗利4075、稼働貢献週9週。人気指数19.4、粗利指数34.6、寿命指数10.1。
P北斗の拳8 究極乱世 SSF,P,2022-03-02,31,12527.41935483871,30780,8000,21067.0,48853,3667.0,7164,2023-05-17,8000,14297,2831,20,8355.0,9056.666666666666,S_c84cdc00ab,P北斗の拳8 究極乱世 SSF,サミー,北斗の拳,,スロット,False,False,23.74,16.59,36.46,8.85,30.74,19.67,33.12,11.24,21.6,D,P北斗の拳8 究極乱世 SSFは平均稼働12527、平均粗利3667、稼働貢献週20週。人気指数19.7、粗利指数33.1、寿命指数11.2。
